Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
6,98,0,4,4,84,3,1,1,1,1
2,42,0,4,0,15,1,1,1,1,1
6,49,0,9,1,39,1,1,1,1,1
2,54,0,5,3,26,1,1,1,1,1
2,95,0,9,7,73,2,1,1,1,1
2,55,0,9,4,34,1,1,1,1,1
3,56,1,7,6,34,1,1,1,1,1
2,58,1,6,1,37,1,1,1,1,1
4,50,1,6,7,34,1,1,1,1,1
9,87,0,6,4,85,3,1,1,1,1
6,44,1,7,3,31,1,1,1,1,1
1,44,0,8,8,18,1,1,1,1,1
8,97,1,7,5,92,3,1,1,1,1
7,53,0,4,3,44,1,1,1,1,1
3,89,0,9,7,72,2,1,1,1,1
1,65,0,8,2,40,1,1,1,1,1
5,47,0,4,9,31,1,1,1,1,1
4,44,0,9,1,25,1,1,1,1,1
8,46,1,9,6,44,1,1,1,1,1
1,55,0,4,3,27,1,1,1,1,1
1,94,1,7,3,66,2,1,1,1,1
4,53,0,6,9,34,1,1,1,1,1
8,76,0,8,8,70,2,1,1,1,1
5,95,0,9,1,81,3,1,1,1,1
2,80,1,5,0,56,2,1,1,1,1
6,43,0,9,6,30,1,1,1,1,1
5,75,1,6,7,60,2,1,1,1,1
2,87,0,9,2,64,2,1,1,1,1
3,95,1,5,1,74,2,1,1,1,1
9,56,1,7,3,52,2,1,1,1,1
7,86,1,9,1,84,3,1,1,1,1
7,75,0,8,1,66,2,1,1,1,1
6,45,0,7,4,32,1,1,1,1,1
8,55,1,5,9,47,1,1,1,1,1
4,68,0,4,4,51,2,1,1,1,1
8,75,0,9,7,67,2,1,1,1,1
4,77,0,7,8,57,2,1,1,1,1
8,76,1,9,1,71,2,1,1,1,1
9,87,1,8,0,86,3,1,1,1,1
3,96,0,9,2,77,2,1,1,1,1
3,87,1,7,5,72,2,1,1,1,1
2,49,0,6,4,24,1,1,1,1,1
3,80,0,7,7,60,2,1,1,1,1
3,75,1,5,7,55,2,1,1,1,1
5,68,1,7,1,54,2,1,1,1,1
5,53,0,8,8,39,1,1,1,1,1
2,43,0,7,3,19,1,1,1,1,1
6,83,0,7,0,68,2,1,1,1,1
5,95,1,8,1,83,3,1,1,1,1
6,81,1,7,5,72,2,1,1,1,1
1,75,0,8,4,49,1,1,1,1,1
5,89,0,5,6,74,2,1,1,1,1
9,84,1,8,8,86,3,1,1,1,1
2,52,0,5,5,26,1,1,1,1,1
1,85,1,5,5,60,2,1,1,1,1
9,57,1,8,1,54,2,1,1,1,1
9,72,0,7,6,73,2,1,1,1,1
9,60,0,9,1,61,2,1,1,1,1
6,55,1,6,6,45,1,1,1,1,1
8,54,0,9,7,57,2,1,1,1,1
1,93,1,8,0,68,2,1,1,1,1
4,96,1,7,8,72,2,1,1,1,1
1,44,1,5,7,17,1,1,1,1,1
8,45,0,4,8,37,1,1,1,1,1
1,77,0,6,4,54,2,1,1,1,1
3,42,0,9,3,22,1,1,1,1,1
4,87,1,7,0,73,2,1,1,1,1
8,51,1,6,8,47,1,1,1,1,1
6,75,1,4,3,63,2,1,1,1,1
7,72,1,4,3,63,2,1,1,1,1
8,75,0,4,3,68,2,1,1,1,1
2,72,0,9,1,52,2,1,1,1,1
8,70,0,8,3,64,2,1,1,1,1
3,60,1,6,1,38,1,1,1,1,1
7,66,1,8,7,60,2,1,1,1,1
3,66,0,4,6,45,1,1,1,1,1
7,47,1,7,9,39,1,1,1,1,1
2,95,0,4,1,75,2,1,1,1,1
6,76,1,8,1,67,2,1,1,1,1
3,71,1,4,1,48,1,1,1,1,1
3,65,1,4,0,44,1,1,1,1,1
9,41,1,8,5,37,1,1,1,1,1
7,51,1,8,5,41,1,1,1,1,1
5,61,0,7,0,47,1,1,1,1,1
7,56,0,8,0,45,1,1,1,1,1
9,46,0,7,5,43,1,1,1,1,1
1,82,1,5,5,54,2,1,1,1,1
7,43,0,5,3,32,1,1,1,1,1
6,76,0,8,2,64,2,1,1,1,1
9,77,1,4,8,74,2,1,1,1,1
1,71,1,6,5,50,2,1,1,1,1
4,50,0,4,0,33,1,1,1,1,1
9,40,0,8,2,36,1,1,1,1,1
4,64,0,7,0,45,1,1,1,1,1
3,81,0,4,2,58,2,1,1,1,1
9,91,0,5,1,85,3,1,1,1,1
2,63,1,9,4,41,1,1,1,1,1
4,92,0,8,2,78,2,1,1,1,1
6,82,0,4,6,63,2,1,1,1,1
2,95,0,9,7,76,2,1,1,1,1
8,56,0,4,6,51,2,1,1,1,1
8,47,0,7,1,36,1,1,1,1,1
1,98,0,7,9,74,2,1,1,1,1
3,84,1,7,9,65,2,1,1,1,1
9,66,1,9,6,65,2,1,1,1,1
5,91,1,6,9,79,2,1,1,1,1
6,57,0,9,2,46,1,1,1,1,1
4,66,0,8,6,47,1,1,1,1,1
2,61,1,8,0,42,1,1,1,1,1
8,55,0,5,1,46,1,1,1,1,1
6,41,0,5,9,34,1,1,1,1,1
5,44,0,8,0,27,1,1,1,1,1
9,57,1,4,8,52,2,1,1,1,1
1,42,1,8,1,17,1,1,1,1,1
5,66,1,6,1,53,2,1,1,1,1
6,93,0,5,5,84,3,1,1,1,1
5,56,1,5,6,39,1,1,1,1,1
6,55,1,9,1,44,1,1,1,1,1
6,45,1,5,3,36,1,1,1,1,1
7,90,0,8,2,81,3,1,1,1,1
4,46,1,5,4,30,1,1,1,1,1
8,89,1,5,8,80,3,1,1,1,1
7,53,0,9,1,41,1,1,1,1,1
9,77,1,8,4,77,2,1,1,1,1
7,79,0,4,7,69,2,1,1,1,1
3,54,0,5,5,34,1,1,1,1,1
3,86,1,5,3,64,2,1,1,1,1
8,86,1,5,9,78,2,1,1,1,1
5,87,1,6,7,74,2,1,1,1,1
4,72,0,8,2,52,2,1,1,1,1
8,82,1,5,3,76,2,1,1,1,1
6,66,1,6,8,53,2,1,1,1,1
2,68,1,4,4,46,1,1,1,1,1
4,96,0,4,5,77,2,1,1,1,1
4,76,0,9,1,59,2,1,1,1,1
6,44,0,9,8,35,1,1,1,1,1
6,68,1,9,7,61,2,1,1,1,1
1,71,1,6,6,46,1,1,1,1,1
8,99,0,4,8,97,3,1,1,1,1
6,92,1,9,4,86,3,1,1,1,1
3,45,1,7,4,24,1,1,1,1,1
9,41,0,9,8,37,1,1,1,1,1
2,45,0,4,4,18,1,1,1,1,1
8,85,0,7,8,84,3,1,1,1,1
3,82,1,6,0,59,2,1,1,1,1
5,43,1,7,9,29,1,1,1,1,1
6,95,1,4,9,84,3,1,1,1,1
6,68,0,5,7,60,2,1,1,1,1
4,98,0,7,2,78,2,1,1,1,1
3,64,1,4,7,46,1,1,1,1,1
4,48,0,9,4,31,1,1,1,1,1
1,95,0,5,1,68,2,1,1,1,1
4,42,1,6,8,25,1,1,1,1,1
1,65,0,6,3,37,1,1,1,1,1
1,87,1,8,6,62,2,1,1,1,1
6,82,0,6,7,69,2,1,1,1,1
5,66,1,8,6,50,2,1,1,1,1
4,75,0,6,5,55,2,1,1,1,1
3,71,1,6,6,54,2,1,1,1,1
1,40,0,6,3,12,1,1,1,1,1
6,96,0,8,9,88,3,1,1,1,1
2,92,0,9,0,69,2,1,1,1,1
8,93,0,8,4,88,3,1,1,1,1
5,55,0,7,7,41,1,1,1,1,1
7,90,1,4,9,83,3,1,1,1,1
2,87,1,4,5,62,2,1,1,1,1
8,50,1,9,4,45,1,1,1,1,1
2,65,0,4,1,42,1,1,1,1,1
4,79,1,6,9,65,2,1,1,1,1
1,94,0,9,4,73,2,1,1,1,1
5,40,0,4,9,23,1,1,1,1,1
9,65,1,8,2,61,2,1,1,1,1
1,67,1,7,1,41,1,1,1,1,1
9,92,0,5,2,85,3,1,1,1,1
8,97,0,7,3,93,3,1,1,1,1
6,48,1,4,1,35,1,1,1,1,1
7,99,1,9,3,92,3,1,1,1,1
3,98,0,4,3,79,2,1,1,1,1
1,83,0,8,5,57,2,1,1,1,1
5,61,1,7,4,49,1,1,1,1,1
2,47,0,8,6,28,1,1,1,1,1
5,97,0,8,6,85,3,1,1,1,1
8,88,1,5,2,82,3,1,1,1,1
9,81,1,8,8,80,3,1,1,1,1
2,66,0,8,6,41,1,1,1,1,1
3,78,0,5,6,57,2,1,1,1,1
3,58,1,6,1,41,1,1,1,1,1
1,64,0,6,9,43,1,1,1,1,1
8,77,1,9,2,73,2,1,1,1,1
6,60,0,5,2,46,1,1,1,1,1
8,63,1,9,5,61,2,1,1,1,1
9,63,0,9,3,61,2,1,1,1,1
5,99,0,8,3,87,3,1,1,1,1
3,99,0,9,0,78,2,1,1,1,1
5,58,1,4,5,43,1,1,1,1,1
5,89,1,7,7,75,2,1,1,1,1
5,86,1,4,7,72,2,1,1,1,1
3,41,0,4,7,18,1,1,1,1,1
4,53,0,8,4,36,1,1,1,1,1
9,92,1,7,9,92,3,1,1,1,1
9,71,1,9,5,71,2,1,1,1,1
2,81,0,7,4,58,2,1,1,1,1
8,71,0,9,3,69,2,1,1,1,1
8,67,0,6,3,58,2,1,1,1,1
7,87,0,5,3,74,2,1,1,1,1
8,78,1,8,3,72,2,1,1,1,1
3,79,1,9,5,61,2,1,1,1,1
6,81,0,9,5,74,2,1,1,1,1
1,86,0,7,4,60,2,1,1,1,1
7,79,0,8,8,70,2,1,1,1,1
1,52,1,9,7,27,1,1,1,1,1
9,51,1,6,9,49,1,1,1,1,1
1,47,0,4,5,17,1,1,1,1,1
1,54,0,9,8,34,1,1,1,1,1
7,65,0,7,4,51,2,1,1,1,1
2,51,0,6,9,27,1,1,1,1,1
5,82,0,8,3,67,2,1,1,1,1
8,90,0,9,5,84,3,1,1,1,1
8,85,1,6,3,81,3,1,1,1,1
3,66,1,6,7,45,1,1,1,1,1
7,57,1,6,6,50,2,1,1,1,1
3,84,0,6,4,67,2,1,1,1,1
6,75,0,6,9,67,2,1,1,1,1
6,88,0,6,5,77,2,1,1,1,1
3,90,1,5,6,70,2,1,1,1,1
7,66,0,8,1,59,2,1,1,1,1
3,48,1,4,8,27,1,1,1,1,1
8,94,0,8,6,88,3,1,1,1,1
4,78,0,7,7,60,2,1,1,1,1
1,40,0,7,4,14,1,1,1,1,1
4,46,1,8,2,27,1,1,1,1,1
7,65,1,6,1,54,2,1,1,1,1
4,46,1,5,1,32,1,1,1,1,1
6,91,0,4,2,79,2,1,1,1,1
9,46,1,9,0,44,1,1,1,1,1
1,47,0,9,0,20,1,1,1,1,1
5,55,0,6,6,42,1,1,1,1,1
7,42,1,8,9,33,1,1,1,1,1
1,84,1,9,7,58,2,1,1,1,1
4,49,0,8,5,31,1,1,1,1,1
6,89,0,5,6,75,2,1,1,1,1
2,46,0,5,0,22,1,1,1,1,1
5,60,0,8,0,46,1,1,1,1,1
1,92,1,6,8,68,2,1,1,1,1
6,76,1,6,4,66,2,1,1,1,1
6,70,1,6,6,60,2,1,1,1,1
4,62,0,9,5,44,1,1,1,1,1
8,96,0,4,3,90,3,1,1,1,1
4,66,0,4,0,47,1,1,1,1,1
8,95,1,6,3,88,3,1,1,1,1
8,61,0,8,9,56,2,1,1,1,1
5,78,0,5,9,66,2,1,1,1,1
4,96,1,7,7,78,2,1,1,1,1
2,66,1,5,0,43,1,1,1,1,1
3,93,0,5,1,72,2,1,1,1,1
3,88,1,7,7,69,2,1,1,1,1
4,43,0,6,1,24,1,1,1,1,1
4,63,1,5,9,47,1,1,1,1,1
5,62,0,7,8,45,1,1,1,1,1
4,87,1,9,2,72,2,1,1,1,1
8,58,1,8,2,51,2,1,1,1,1
6,81,1,8,5,73,2,1,1,1,1
6,42,1,8,2,28,1,1,1,1,1
8,66,0,6,8,56,2,1,1,1,1
7,42,0,5,7,29,1,1,1,1,1
8,67,1,5,3,60,2,1,1,1,1
2,56,0,4,5,28,1,1,1,1,1
9,70,1,8,7,66,2,1,1,1,1
1,49,1,6,3,21,1,1,1,1,1
8,88,0,7,4,84,3,1,1,1,1
4,61,0,6,6,42,1,1,1,1,1
4,69,0,5,7,51,2,1,1,1,1
5,88,0,8,6,74,2,1,1,1,1
8,60,0,4,7,50,2,1,1,1,1
5,75,0,9,3,62,2,1,1,1,1
8,92,0,6,0,90,3,1,1,1,1
1,62,1,4,5,32,1,1,1,1,1
9,77,0,5,4,71,2,1,1,1,1
6,51,1,7,3,37,1,1,1,1,1
3,64,0,6,1,42,1,1,1,1,1
8,93,0,9,0,85,3,1,1,1,1
9,96,1,5,8,96,3,1,1,1,1
6,59,1,8,1,51,2,1,1,1,1
7,88,1,6,8,82,3,1,1,1,1
1,88,1,4,5,64,2,1,1,1,1
5,81,0,6,5,67,2,1,1,1,1
5,46,0,5,1,32,1,1,1,1,1
4,68,1,5,5,50,2,1,1,1,1
6,87,1,4,2,73,2,1,1,1,1
7,68,0,9,6,62,2,1,1,1,1
9,52,0,5,9,48,1,1,1,1,1
1,42,1,6,3,20,1,1,1,1,1
6,41,0,9,8,33,1,1,1,1,1
7,55,0,4,4,43,1,1,1,1,1
3,69,1,5,9,49,1,1,1,1,1
8,77,1,5,2,70,2,1,1,1,1
5,45,1,6,0,28,1,1,1,1,1
9,84,1,5,0,82,3,1,1,1,1
5,46,0,6,3,29,1,1,1,1,1
9,44,1,8,9,42,1,1,1,1,1
4,95,0,9,9,79,2,1,1,1,1
9,46,0,6,3,41,1,1,1,1,1
5,73,0,7,8,61,2,1,1,1,1
9,71,0,5,7,69,2,1,1,1,1
3,88,1,8,3,68,2,1,1,1,1
4,52,0,9,5,38,1,1,1,1,1
9,69,1,4,6,67,2,1,1,1,1
6,64,0,7,9,54,2,1,1,1,1
2,60,1,4,7,39,1,1,1,1,1
7,99,0,7,3,93,3,1,1,1,1
2,98,0,8,0,76,2,1,1,1,1
2,60,1,9,4,39,1,1,1,1,1
1,67,1,8,0,38,1,1,1,1,1
3,87,1,8,3,69,2,1,1,1,1
6,97,1,7,6,88,3,1,1,1,1
8,59,0,6,6,54,2,1,1,1,1
9,73,0,9,0,68,2,1,1,1,1
7,44,0,4,8,33,1,1,1,1,1
4,57,0,6,1,40,1,1,1,1,1
6,99,0,6,4,87,3,1,1,1,1
5,78,1,5,5,64,2,1,1,1,1
8,82,1,4,0,70,2,1,1,1,1
1,96,0,7,1,70,2,1,1,1,1
1,96,1,5,6,72,2,1,1,1,1
6,50,0,5,5,38,1,1,1,1,1
2,93,0,8,5,71,2,1,1,1,1
5,56,1,7,5,40,1,1,1,1,1
1,87,0,6,6,58,2,1,1,1,1
7,84,1,9,9,77,2,1,1,1,1
1,61,0,6,8,38,1,1,1,1,1
4,76,1,6,8,60,2,1,1,1,1
9,59,0,8,1,57,2,1,1,1,1
1,87,0,6,1,63,2,1,1,1,1
4,99,1,4,4,82,3,1,1,1,1
6,93,0,6,9,84,3,1,1,1,1
6,93,0,6,6,84,3,1,1,1,1
8,87,1,4,2,77,2,1,1,1,1
1,87,1,8,2,61,2,1,1,1,1
7,85,1,5,3,73,2,1,1,1,1
1,45,0,7,2,15,1,1,1,1,1
7,73,1,8,2,64,2,1,1,1,1
3,53,1,6,7,33,1,1,1,1,1
8,87,1,5,6,78,2,1,1,1,1
3,62,0,7,6,43,1,1,1,1,1
1,59,1,7,9,34,1,1,1,1,1
8,52,0,7,1,48,1,1,1,1,1
3,86,0,4,8,66,2,1,1,1,1
2,83,1,4,5,60,2,1,1,1,1
1,80,0,5,2,53,2,1,1,1,1
3,71,0,6,8,51,2,1,1,1,1
2,65,0,5,8,43,1,1,1,1,1
2,89,0,6,5,68,2,1,1,1,1
6,92,0,8,9,80,3,1,1,1,1
1,53,1,7,5,26,1,1,1,1,1
2,91,1,7,7,70,2,1,1,1,1
6,96,1,4,7,85,3,1,1,1,1
3,75,0,8,5,57,2,1,1,1,1
4,47,1,9,6,30,1,1,1,1,1
1,79,0,8,3,56,2,1,1,1,1
8,61,0,6,0,53,2,1,1,1,1
7,61,0,8,3,52,2,1,1,1,1
7,55,0,4,7,47,1,1,1,1,1
3,66,1,6,7,48,1,1,1,1,1
3,95,0,5,1,78,2,1,1,1,1
2,99,1,6,6,79,2,1,1,1,1
1,99,1,5,0,75,2,1,1,1,1
7,49,0,9,1,40,1,1,1,1,1
7,64,1,6,7,59,2,1,1,1,1
2,70,1,7,9,49,1,1,1,1,1
7,60,1,9,3,48,1,1,1,1,1
8,66,0,5,2,60,2,1,1,1,1
1,56,0,4,1,29,1,1,1,1,1
9,72,0,9,5,68,2,1,1,1,1
7,70,1,9,3,63,2,1,1,1,1
3,89,1,9,2,71,2,1,1,1,1
8,81,0,5,2,76,2,1,1,1,1
7,65,0,5,9,57,2,1,1,1,1
8,60,1,6,2,54,2,1,1,1,1
6,75,0,7,7,61,2,1,1,1,1
9,40,0,9,8,34,1,1,1,1,1
5,43,1,6,8,32,1,1,1,1,1
3,43,1,6,4,23,1,1,1,1,1
3,65,0,7,0,44,1,1,1,1,1
1,43,0,6,9,18,1,1,1,1,1
8,88,0,7,4,82,3,1,1,1,1
2,48,0,4,0,18,1,1,1,1,1
3,69,1,7,8,52,2,1,1,1,1
8,90,0,8,9,88,3,1,1,1,1
8,84,0,7,7,78,2,1,1,1,1
4,43,1,7,6,26,1,1,1,1,1
4,44,1,8,1,26,1,1,1,1,1
5,84,1,7,1,74,2,1,1,1,1
6,62,1,5,3,52,2,1,1,1,1
5,55,1,6,8,40,1,1,1,1,1
7,61,1,6,8,54,2,1,1,1,1
2,76,1,4,7,51,2,1,1,1,1
7,47,0,4,4,35,1,1,1,1,1
7,87,0,8,6,79,2,1,1,1,1
1,72,1,5,8,45,1,1,1,1,1
7,94,0,4,2,81,3,1,1,1,1
5,99,0,6,3,87,3,1,1,1,1
3,77,1,4,1,56,2,1,1,1,1
3,82,1,4,8,65,2,1,1,1,1
4,55,1,7,6,38,1,1,1,1,1
2,44,1,4,5,17,1,1,1,1,1
2,55,1,8,4,35,1,1,1,1,1
1,46,0,6,6,20,1,1,1,1,1
5,90,0,8,2,75,2,1,1,1,1
4,40,1,8,4,26,1,1,1,1,1
2,48,1,9,1,23,1,1,1,1,1
3,57,0,5,4,38,1,1,1,1,1
7,84,0,9,6,78,2,1,1,1,1
7,97,0,9,9,91,3,1,1,1,1
4,86,1,7,6,67,2,1,1,1,1
5,42,1,8,8,31,1,1,1,1,1
5,63,0,5,2,49,1,1,1,1,1
6,67,1,6,7,57,2,1,1,1,1
9,49,0,6,4,45,1,1,1,1,1
2,48,1,5,6,22,1,1,1,1,1
5,52,1,8,0,35,1,1,1,1,1
3,87,0,8,0,65,2,1,1,1,1
4,74,0,7,3,53,2,1,1,1,1
6,93,1,7,4,79,2,1,1,1,1
8,62,0,9,9,57,2,1,1,1,1
1,86,1,6,2,58,2,1,1,1,1
8,56,0,7,5,50,2,1,1,1,1
7,85,0,5,2,75,2,1,1,1,1
1,46,1,6,4,17,1,1,1,1,1
2,91,1,8,0,70,2,1,1,1,1
3,55,1,6,2,36,1,1,1,1,1
1,92,0,4,6,61,2,1,1,1,1
9,79,0,6,2,78,2,1,1,1,1
8,75,1,7,4,71,2,1,1,1,1
2,59,0,5,6,36,1,1,1,1,1
9,63,1,8,1,63,2,1,1,1,1
7,86,1,8,2,78,2,1,1,1,1
9,44,1,7,3,39,1,1,1,1,1
6,84,1,7,4,70,2,1,1,1,1
6,45,1,7,8,34,1,1,1,1,1
4,67,0,4,8,49,1,1,1,1,1
2,98,0,5,3,71,2,1,1,1,1
7,44,1,4,8,34,1,1,1,1,1
5,88,0,7,3,77,2,1,1,1,1
6,78,1,5,1,67,2,1,1,1,1
2,77,0,7,9,52,2,1,1,1,1
5,41,0,5,0,25,1,1,1,1,1
4,82,1,8,6,68,2,1,1,1,1
9,78,0,4,3,76,2,1,1,1,1
6,93,1,9,7,85,3,1,1,1,1
2,60,0,7,7,40,1,1,1,1,1
1,79,1,7,7,56,2,1,1,1,1
5,76,1,6,5,62,2,1,1,1,1
9,98,1,9,8,99,3,1,1,1,1
6,57,1,8,3,46,1,1,1,1,1
7,93,1,7,4,86,3,1,1,1,1
5,87,1,4,3,73,2,1,1,1,1
6,85,0,8,4,74,2,1,1,1,1
5,51,1,7,1,37,1,1,1,1,1
9,56,0,4,4,50,2,1,1,1,1
6,76,1,6,9,65,2,1,1,1,1
8,85,0,6,7,79,2,1,1,1,1
2,77,1,4,8,53,2,1,1,1,1
9,54,1,8,6,55,2,1,1,1,1
5,46,0,4,6,31,1,1,1,1,1
7,53,1,9,5,47,1,1,1,1,1
1,89,1,4,1,63,2,1,1,1,1
5,40,1,6,9,27,1,1,1,1,1
2,77,1,6,9,53,2,1,1,1,1
6,42,0,6,8,33,1,1,1,1,1
1,76,1,9,4,56,2,1,1,1,1
3,83,0,7,5,65,2,1,1,1,1
5,70,1,9,0,55,2,1,1,1,1
4,82,1,7,4,67,2,1,1,1,1
3,52,1,9,5,32,1,1,1,1,1
5,87,1,5,9,73,2,1,1,1,1
8,57,0,7,1,45,1,1,1,1,1
4,56,1,8,6,43,1,1,1,1,1
1,56,1,8,3,32,1,1,1,1,1
7,50,1,6,4,42,1,1,1,1,1
8,59,0,9,2,55,2,1,1,1,1
3,49,0,4,4,28,1,1,1,1,1
6,68,0,6,3,58,2,1,1,1,1
2,87,0,4,9,67,2,1,1,1,1
7,73,1,9,5,66,2,1,1,1,1
8,56,1,6,1,46,1,1,1,1,1
6,93,0,6,2,79,2,1,1,1,1
6,91,1,8,9,83,3,1,1,1,1
5,81,1,4,0,63,2,1,1,1,1
8,52,0,5,6,45,1,1,1,1,1
1,83,1,5,8,63,2,1,1,1,1
4,86,0,6,1,70,2,1,1,1,1
4,78,0,9,6,58,2,1,1,1,1
3,66,0,6,2,50,2,1,1,1,1
3,93,0,8,4,77,2,1,1,1,1
4,92,0,4,5,75,2,1,1,1,1
1,65,0,6,7,40,1,1,1,1,1
2,67,1,9,3,43,1,1,1,1,1
9,52,1,5,1,47,1,1,1,1,1
2,51,1,4,2,22,1,1,1,1,1
5,83,0,6,7,71,2,1,1,1,1
9,67,0,4,6,63,2,1,1,1,1
9,41,0,8,5,37,1,1,1,1,1
8,76,1,5,4,72,2,1,1,1,1
1,96,1,9,4,73,2,1,1,1,1
1,96,0,4,0,72,2,1,1,1,1
9,73,0,5,5,68,2,1,1,1,1
8,62,0,6,8,59,2,1,1,1,1
9,97,0,9,7,97,3,1,1,1,1
7,91,0,9,9,83,3,1,1,1,1
3,84,1,7,0,65,2,1,1,1,1
3,68,0,4,5,47,1,1,1,1,1
2,74,0,5,2,51,2,1,1,1,1
5,50,0,4,5,32,1,1,1,1,1
3,87,0,6,8,63,2,1,1,1,1
6,72,1,6,5,60,2,1,1,1,1
2,90,0,9,7,70,2,1,1,1,1
3,50,0,9,5,32,1,1,1,1,1
5,48,0,5,5,32,1,1,1,1,1
1,53,1,8,6,29,1,1,1,1,1
1,48,0,4,9,21,1,1,1,1,1
9,78,1,4,3,74,2,1,1,1,1
7,87,0,6,7,81,3,1,1,1,1
1,42,0,4,3,11,1,1,1,1,1
8,68,0,5,6,65,2,1,1,1,1
3,58,0,7,0,37,1,1,1,1,1
8,75,0,9,8,75,2,1,1,1,1
5,71,0,6,9,61,2,1,1,1,1
1,46,0,9,8,17,1,1,1,1,1
7,94,0,9,6,87,3,1,1,1,1
5,67,0,9,7,52,2,1,1,1,1
6,83,1,7,1,71,2,1,1,1,1
6,57,1,4,9,46,1,1,1,1,1
8,99,1,8,9,99,3,1,1,1,1
9,44,1,9,6,40,1,1,1,1,1
2,62,0,5,0,42,1,1,1,1,1
9,94,0,9,2,91,3,1,1,1,1
9,61,1,9,5,57,2,1,1,1,1
7,65,1,4,4,58,2,1,1,1,1
1,81,1,5,4,55,2,1,1,1,1
7,51,1,4,8,46,1,1,1,1,1
5,79,0,9,5,64,2,1,1,1,1
6,58,1,4,2,45,1,1,1,1,1
7,86,0,4,1,78,2,1,1,1,1
5,40,0,6,8,24,1,1,1,1,1
7,42,0,7,9,36,1,1,1,1,1
9,66,1,8,3,65,2,1,1,1,1
3,57,1,7,4,35,1,1,1,1,1
8,89,0,7,8,87,3,1,1,1,1
2,69,1,5,4,45,1,1,1,1,1
7,41,1,6,6,35,1,1,1,1,1
2,44,0,6,1,18,1,1,1,1,1
4,68,0,4,1,46,1,1,1,1,1
7,72,1,7,3,63,2,1,1,1,1
3,81,0,8,7,62,2,1,1,1,1
2,59,1,5,1,35,1,1,1,1,1
7,69,1,6,9,63,2,1,1,1,1
1,81,0,4,6,58,2,1,1,1,1
8,44,0,8,0,37,1,1,1,1,1
3,89,1,7,8,74,2,1,1,1,1
2,60,0,8,9,40,1,1,1,1,1
3,97,1,6,5,78,2,1,1,1,1
5,54,0,5,0,38,1,1,1,1,1
8,59,1,7,9,55,2,1,1,1,1
7,47,0,5,5,39,1,1,1,1,1
7,88,1,9,4,84,3,1,1,1,1
7,70,1,8,4,60,2,1,1,1,1
8,51,0,8,4,47,1,1,1,1,1
1,60,1,4,3,34,1,1,1,1,1
4,69,1,7,6,54,2,1,1,1,1
6,66,1,8,8,56,2,1,1,1,1
9,83,1,6,3,82,3,1,1,1,1
2,65,1,9,1,45,1,1,1,1,1
1,72,0,6,1,45,1,1,1,1,1
2,65,1,5,1,43,1,1,1,1,1
7,65,1,9,6,57,2,1,1,1,1
3,75,1,9,3,56,2,1,1,1,1
2,79,0,6,3,56,2,1,1,1,1
7,40,0,8,0,30,1,1,1,1,1
2,98,1,6,3,75,2,1,1,1,1
3,54,1,7,5,33,1,1,1,1,1
7,89,0,5,1,80,3,1,1,1,1
4,40,0,9,3,27,1,1,1,1,1
1,50,1,7,6,26,1,1,1,1,1
5,94,0,8,8,81,3,1,1,1,1
9,41,1,8,1,41,1,1,1,1,1
8,40,1,6,7,34,1,1,1,1,1
9,70,1,4,5,68,2,1,1,1,1
9,83,0,9,7,83,3,1,1,1,1
7,55,1,9,1,44,1,1,1,1,1
4,93,1,4,0,75,2,1,1,1,1
5,61,0,8,6,52,2,1,1,1,1
1,81,1,8,8,56,2,1,1,1,1
1,57,1,9,8,37,1,1,1,1,1
3,86,1,5,1,67,2,1,1,1,1
8,56,0,9,3,50,2,1,1,1,1
2,69,0,8,0,46,1,1,1,1,1
4,49,1,8,6,31,1,1,1,1,1
2,74,0,5,1,51,2,1,1,1,1
5,97,1,7,3,82,3,1,1,1,1
9,60,1,7,1,58,2,1,1,1,1
1,55,0,5,0,31,1,1,1,1,1
5,45,0,5,6,29,1,1,1,1,1
9,42,1,7,5,40,1,1,1,1,1
1,80,0,7,1,51,2,1,1,1,1
9,82,0,7,3,79,2,1,1,1,1
8,60,0,7,2,52,2,1,1,1,1
4,52,1,9,2,36,1,1,1,1,1
5,57,1,9,2,43,1,1,1,1,1
5,97,0,6,3,81,3,1,1,1,1
6,93,1,5,0,81,3,1,1,1,1
7,99,1,4,0,84,3,1,1,1,1
8,63,0,6,6,55,2,1,1,1,1
8,66,1,4,4,64,2,1,1,1,1
2,93,0,4,2,68,2,1,1,1,1
9,43,1,8,8,41,1,1,1,1,1
7,61,1,5,4,53,2,1,1,1,1
4,63,0,9,9,50,2,1,1,1,1
4,79,1,6,2,65,2,1,1,1,1
8,84,0,5,8,78,2,1,1,1,1
4,49,1,7,0,31,1,1,1,1,1
6,41,1,5,8,30,1,1,1,1,1
5,79,1,4,4,64,2,1,1,1,1
3,45,0,9,5,26,1,1,1,1,1
2,87,1,7,1,66,2,1,1,1,1
9,57,1,5,7,55,2,1,1,1,1
9,56,0,5,2,52,2,1,1,1,1
1,77,0,9,0,57,2,1,1,1,1
3,84,1,4,6,68,2,1,1,1,1
8,62,0,7,2,57,2,1,1,1,1
6,85,0,4,3,75,2,1,1,1,1
5,69,0,9,4,54,2,1,1,1,1
