Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
1,0,3,3,54,2,1,1,1,1
2,0,5,2,22,1,1,1,1,1
2,1,4,1,73,2,1,1,1,1
4,1,3,5,47,1,1,1,1,1
3,1,1,2,63,2,1,1,1,1
4,1,1,2,63,2,1,1,1,1
4,0,1,2,68,2,1,1,1,1
1,0,5,1,52,2,1,1,1,1
4,0,5,2,64,2,1,1,1,1
2,1,3,1,38,1,1,1,1,1
4,1,5,4,60,2,1,1,1,1
2,0,1,4,45,1,1,1,1,1
4,1,4,5,39,1,1,1,1,1
1,0,1,1,75,2,1,1,1,1
3,1,5,1,67,2,1,1,1,1
2,1,1,1,48,1,1,1,1,1
2,1,1,1,44,1,1,1,1,1
5,1,5,3,37,1,1,1,1,1
4,1,5,3,41,1,1,1,1,1
3,0,4,1,47,1,1,1,1,1
4,0,5,1,45,1,1,1,1,1
5,0,4,3,43,1,1,1,1,1
1,1,2,3,54,2,1,1,1,1
4,0,2,2,32,1,1,1,1,1
3,0,5,2,64,2,1,1,1,1
5,1,1,5,74,2,1,1,1,1
1,1,3,3,50,2,1,1,1,1
2,0,1,1,33,1,1,1,1,1
5,0,5,2,36,1,1,1,1,1
2,0,4,1,45,1,1,1,1,1
2,0,1,2,58,2,1,1,1,1
5,0,2,1,85,3,1,1,1,1
1,1,5,3,41,1,1,1,1,1
2,0,5,2,78,2,1,1,1,1
3,0,1,4,63,2,1,1,1,1
1,0,5,4,76,2,1,1,1,1
4,0,1,4,51,2,1,1,1,1
4,0,4,1,36,1,1,1,1,1
1,0,4,5,74,2,1,1,1,1
2,1,4,5,65,2,1,1,1,1
5,1,5,4,65,2,1,1,1,1
3,1,3,5,79,2,1,1,1,1
3,0,5,2,46,1,1,1,1,1
2,0,5,4,47,1,1,1,1,1
1,1,5,1,42,1,1,1,1,1
4,0,2,1,46,1,1,1,1,1
3,0,2,5,34,1,1,1,1,1
3,0,5,1,27,1,1,1,1,1
5,1,1,5,52,2,1,1,1,1
1,1,5,1,17,1,1,1,1,1
3,1,3,1,53,2,1,1,1,1
3,0,2,3,84,3,1,1,1,1
3,1,2,4,39,1,1,1,1,1
3,1,5,1,44,1,1,1,1,1
3,1,2,2,36,1,1,1,1,1
4,0,5,2,81,3,1,1,1,1
2,1,2,3,30,1,1,1,1,1
4,1,2,5,80,3,1,1,1,1
4,0,5,1,41,1,1,1,1,1
5,1,5,3,77,2,1,1,1,1
4,0,1,4,69,2,1,1,1,1
2,0,2,3,34,1,1,1,1,1
2,1,2,2,64,2,1,1,1,1
4,1,2,5,78,2,1,1,1,1
3,1,3,4,74,2,1,1,1,1
2,0,5,2,52,2,1,1,1,1
4,1,2,2,76,2,1,1,1,1
3,1,3,5,53,2,1,1,1,1
1,1,1,3,46,1,1,1,1,1
2,0,1,3,77,2,1,1,1,1
2,0,5,1,59,2,1,1,1,1
3,0,5,5,35,1,1,1,1,1
3,1,5,4,61,2,1,1,1,1
1,1,3,4,46,1,1,1,1,1
4,0,1,5,97,3,1,1,1,1
3,1,5,3,86,3,1,1,1,1
2,1,4,3,24,1,1,1,1,1
5,0,5,5,37,1,1,1,1,1
1,0,1,3,18,1,1,1,1,1
4,0,4,5,84,3,1,1,1,1
2,1,3,1,59,2,1,1,1,1
3,1,4,5,29,1,1,1,1,1
3,1,1,5,84,3,1,1,1,1
3,0,2,4,60,2,1,1,1,1
2,0,4,2,78,2,1,1,1,1
2,1,1,4,46,1,1,1,1,1
2,0,5,3,31,1,1,1,1,1
1,0,2,1,68,2,1,1,1,1
2,1,3,5,25,1,1,1,1,1
1,0,3,2,37,1,1,1,1,1
1,1,5,4,62,2,1,1,1,1
3,0,3,4,69,2,1,1,1,1
3,1,5,4,50,2,1,1,1,1
2,0,3,3,55,2,1,1,1,1
2,1,3,4,54,2,1,1,1,1
1,0,3,2,12,1,1,1,1,1
3,0,5,5,88,3,1,1,1,1
1,0,5,1,69,2,1,1,1,1
4,0,5,3,88,3,1,1,1,1
3,0,4,4,41,1,1,1,1,1
4,1,1,5,83,3,1,1,1,1
1,1,1,3,62,2,1,1,1,1
4,1,5,3,45,1,1,1,1,1
1,0,1,1,42,1,1,1,1,1
2,1,3,5,65,2,1,1,1,1
1,0,5,3,73,2,1,1,1,1
3,0,1,5,23,1,1,1,1,1
5,1,5,2,61,2,1,1,1,1
1,1,4,1,41,1,1,1,1,1
5,0,2,2,85,3,1,1,1,1
4,0,4,2,93,3,1,1,1,1
3,1,1,1,35,1,1,1,1,1
4,1,5,2,92,3,1,1,1,1
2,0,1,2,79,2,1,1,1,1
1,0,5,3,57,2,1,1,1,1
3,1,4,3,49,1,1,1,1,1
1,0,5,4,28,1,1,1,1,1
3,0,5,4,85,3,1,1,1,1
4,1,2,2,82,3,1,1,1,1
5,1,5,5,80,3,1,1,1,1
1,0,5,4,41,1,1,1,1,1
2,0,2,4,57,2,1,1,1,1
2,1,3,1,41,1,1,1,1,1
1,0,3,5,43,1,1,1,1,1
4,1,5,2,73,2,1,1,1,1
3,0,2,2,46,1,1,1,1,1
4,1,5,3,61,2,1,1,1,1
5,0,5,2,61,2,1,1,1,1
3,0,5,2,87,3,1,1,1,1
2,0,5,1,78,2,1,1,1,1
3,1,1,3,43,1,1,1,1,1
3,1,4,4,75,2,1,1,1,1
3,1,1,4,72,2,1,1,1,1
2,0,1,4,18,1,1,1,1,1
2,0,5,3,36,1,1,1,1,1
5,1,4,5,92,3,1,1,1,1
5,1,5,3,71,2,1,1,1,1
1,0,4,3,58,2,1,1,1,1
4,0,5,2,69,2,1,1,1,1
4,0,3,2,58,2,1,1,1,1
4,0,2,2,74,2,1,1,1,1
4,1,5,2,72,2,1,1,1,1
2,1,5,3,61,2,1,1,1,1
3,0,5,3,74,2,1,1,1,1
1,0,4,3,60,2,1,1,1,1
4,0,5,5,70,2,1,1,1,1
1,1,5,4,27,1,1,1,1,1
5,1,3,5,49,1,1,1,1,1
1,0,1,3,17,1,1,1,1,1
1,0,5,5,34,1,1,1,1,1
4,0,4,3,51,2,1,1,1,1
1,0,3,5,27,1,1,1,1,1
3,0,5,2,67,2,1,1,1,1
4,0,5,3,84,3,1,1,1,1
4,1,3,2,81,3,1,1,1,1
2,1,3,4,45,1,1,1,1,1
4,1,3,4,50,2,1,1,1,1
2,0,3,3,67,2,1,1,1,1
3,0,3,5,67,2,1,1,1,1
3,0,3,3,77,2,1,1,1,1
2,1,2,4,70,2,1,1,1,1
4,0,5,1,59,2,1,1,1,1
2,1,1,5,27,1,1,1,1,1
4,0,5,4,88,3,1,1,1,1
2,0,4,4,60,2,1,1,1,1
1,0,4,3,14,1,1,1,1,1
2,1,5,2,27,1,1,1,1,1
4,1,3,1,54,2,1,1,1,1
2,1,2,1,32,1,1,1,1,1
3,0,1,2,79,2,1,1,1,1
5,1,5,1,44,1,1,1,1,1
1,0,5,1,20,1,1,1,1,1
3,0,3,4,42,1,1,1,1,1
4,1,5,5,33,1,1,1,1,1
1,1,5,4,58,2,1,1,1,1
2,0,5,3,31,1,1,1,1,1
3,0,2,4,75,2,1,1,1,1
1,0,2,1,22,1,1,1,1,1
3,0,5,1,46,1,1,1,1,1
1,1,3,5,68,2,1,1,1,1
3,1,3,3,66,2,1,1,1,1
3,1,3,4,60,2,1,1,1,1
2,0,5,3,44,1,1,1,1,1
4,0,1,2,90,3,1,1,1,1
2,0,1,1,47,1,1,1,1,1
4,1,3,2,88,3,1,1,1,1
4,0,5,5,56,2,1,1,1,1
3,0,2,5,66,2,1,1,1,1
2,1,4,4,78,2,1,1,1,1
1,1,2,1,43,1,1,1,1,1
2,0,2,1,72,2,1,1,1,1
2,1,4,4,69,2,1,1,1,1
2,0,3,1,24,1,1,1,1,1
2,1,2,5,47,1,1,1,1,1
3,0,4,5,45,1,1,1,1,1
2,1,5,2,72,2,1,1,1,1
4,1,5,2,51,2,1,1,1,1
3,1,5,3,73,2,1,1,1,1
3,1,5,2,28,1,1,1,1,1
4,0,3,5,56,2,1,1,1,1
4,0,2,4,29,1,1,1,1,1
4,1,2,2,60,2,1,1,1,1
1,0,1,3,28,1,1,1,1,1
5,1,5,4,66,2,1,1,1,1
1,1,3,2,21,1,1,1,1,1
4,0,4,3,84,3,1,1,1,1
2,0,3,4,42,1,1,1,1,1
2,0,2,4,51,2,1,1,1,1
3,0,5,4,74,2,1,1,1,1
4,0,1,4,50,2,1,1,1,1
3,0,5,2,62,2,1,1,1,1
4,0,3,1,90,3,1,1,1,1
1,1,1,3,32,1,1,1,1,1
5,0,2,3,71,2,1,1,1,1
3,1,4,2,37,1,1,1,1,1
2,0,3,1,42,1,1,1,1,1
4,0,5,1,85,3,1,1,1,1
5,1,2,5,96,3,1,1,1,1
3,1,5,1,51,2,1,1,1,1
4,1,3,5,82,3,1,1,1,1
1,1,1,3,64,2,1,1,1,1
3,0,3,3,67,2,1,1,1,1
3,0,2,1,32,1,1,1,1,1
2,1,2,3,50,2,1,1,1,1
3,1,1,2,73,2,1,1,1,1
4,0,5,4,62,2,1,1,1,1
5,0,2,5,48,1,1,1,1,1
1,1,3,2,20,1,1,1,1,1
3,0,5,5,33,1,1,1,1,1
4,0,1,3,43,1,1,1,1,1
2,1,2,5,49,1,1,1,1,1
4,1,2,2,70,2,1,1,1,1
3,1,3,1,28,1,1,1,1,1
5,1,2,1,82,3,1,1,1,1
3,0,3,2,29,1,1,1,1,1
5,1,5,5,42,1,1,1,1,1
2,0,5,5,79,2,1,1,1,1
5,0,3,2,41,1,1,1,1,1
3,0,4,5,61,2,1,1,1,1
5,0,2,4,69,2,1,1,1,1
2,1,5,2,68,2,1,1,1,1
2,0,5,3,38,1,1,1,1,1
5,1,1,4,67,2,1,1,1,1
3,0,4,5,54,2,1,1,1,1
1,1,1,4,39,1,1,1,1,1
4,0,4,2,93,3,1,1,1,1
1,0,5,1,76,2,1,1,1,1
1,1,5,3,39,1,1,1,1,1
1,1,5,1,38,1,1,1,1,1
2,1,5,2,69,2,1,1,1,1
3,1,4,4,88,3,1,1,1,1
4,0,3,4,54,2,1,1,1,1
5,0,5,1,68,2,1,1,1,1
4,0,1,5,33,1,1,1,1,1
2,0,3,1,40,1,1,1,1,1
3,0,3,3,87,3,1,1,1,1
3,1,2,3,64,2,1,1,1,1
4,1,1,1,70,2,1,1,1,1
1,0,4,1,70,2,1,1,1,1
1,1,2,4,72,2,1,1,1,1
3,0,2,3,38,1,1,1,1,1
1,0,5,3,71,2,1,1,1,1
3,1,4,3,40,1,1,1,1,1
1,0,3,4,58,2,1,1,1,1
4,1,5,5,77,2,1,1,1,1
1,0,3,5,38,1,1,1,1,1
2,1,3,5,60,2,1,1,1,1
5,0,5,1,57,2,1,1,1,1
1,0,3,1,63,2,1,1,1,1
2,1,1,3,82,3,1,1,1,1
3,0,3,5,84,3,1,1,1,1
3,0,3,4,84,3,1,1,1,1
4,1,1,2,77,2,1,1,1,1
1,1,5,2,61,2,1,1,1,1
4,1,2,2,73,2,1,1,1,1
1,0,4,2,15,1,1,1,1,1
4,1,5,2,64,2,1,1,1,1
2,1,3,4,33,1,1,1,1,1
4,1,2,4,78,2,1,1,1,1
2,0,4,4,43,1,1,1,1,1
1,1,4,5,34,1,1,1,1,1
4,0,4,1,48,1,1,1,1,1
2,0,1,5,66,2,1,1,1,1
1,1,1,3,60,2,1,1,1,1
1,0,2,2,53,2,1,1,1,1
2,0,3,5,51,2,1,1,1,1
1,0,2,5,43,1,1,1,1,1
1,0,3,3,68,2,1,1,1,1
3,0,5,5,80,3,1,1,1,1
1,1,4,3,26,1,1,1,1,1
1,1,4,4,70,2,1,1,1,1
3,1,1,4,85,3,1,1,1,1
2,0,5,3,57,2,1,1,1,1
2,1,5,4,30,1,1,1,1,1
1,0,5,2,56,2,1,1,1,1
4,0,3,1,53,2,1,1,1,1
4,0,5,2,52,2,1,1,1,1
4,0,1,4,47,1,1,1,1,1
2,1,3,4,48,1,1,1,1,1
2,0,2,1,78,2,1,1,1,1
1,1,3,4,79,2,1,1,1,1
1,1,2,1,75,2,1,1,1,1
4,0,5,1,40,1,1,1,1,1
4,1,3,4,59,2,1,1,1,1
1,1,4,5,49,1,1,1,1,1
4,1,5,2,48,1,1,1,1,1
4,0,2,2,60,2,1,1,1,1
1,0,1,1,29,1,1,1,1,1
5,0,5,3,68,2,1,1,1,1
4,1,5,2,63,2,1,1,1,1
2,1,5,2,71,2,1,1,1,1
4,0,2,2,76,2,1,1,1,1
4,0,2,5,57,2,1,1,1,1
4,1,3,2,54,2,1,1,1,1
3,0,4,4,61,2,1,1,1,1
5,0,5,5,34,1,1,1,1,1
3,1,3,5,32,1,1,1,1,1
2,1,3,3,23,1,1,1,1,1
2,0,4,1,44,1,1,1,1,1
1,0,3,5,18,1,1,1,1,1
4,0,4,3,82,3,1,1,1,1
1,0,1,1,18,1,1,1,1,1
2,1,4,5,52,2,1,1,1,1
4,0,5,5,88,3,1,1,1,1
4,0,4,4,78,2,1,1,1,1
2,1,4,4,26,1,1,1,1,1
2,1,5,1,26,1,1,1,1,1
3,1,4,1,74,2,1,1,1,1
3,1,2,2,52,2,1,1,1,1
3,1,3,5,40,1,1,1,1,1
4,1,3,5,54,2,1,1,1,1
1,1,1,4,51,2,1,1,1,1
4,0,1,3,35,1,1,1,1,1
4,0,5,4,79,2,1,1,1,1
1,1,2,5,45,1,1,1,1,1
4,0,1,2,81,3,1,1,1,1
3,0,3,2,87,3,1,1,1,1
2,1,1,1,56,2,1,1,1,1
2,1,1,5,65,2,1,1,1,1
2,1,4,4,38,1,1,1,1,1
1,1,1,3,17,1,1,1,1,1
1,1,5,3,35,1,1,1,1,1
1,0,3,4,20,1,1,1,1,1
3,0,5,2,75,2,1,1,1,1
2,1,5,3,26,1,1,1,1,1
1,1,5,1,23,1,1,1,1,1
2,0,2,3,38,1,1,1,1,1
4,0,5,4,78,2,1,1,1,1
4,0,5,5,91,3,1,1,1,1
2,1,4,4,67,2,1,1,1,1
3,1,5,5,31,1,1,1,1,1
3,0,2,2,49,1,1,1,1,1
3,1,3,4,57,2,1,1,1,1
5,0,3,3,45,1,1,1,1,1
1,1,2,4,22,1,1,1,1,1
3,1,5,1,35,1,1,1,1,1
2,0,5,1,65,2,1,1,1,1
2,0,4,2,53,2,1,1,1,1
3,1,4,3,79,2,1,1,1,1
4,0,5,5,57,2,1,1,1,1
1,1,3,2,58,2,1,1,1,1
4,0,4,3,50,2,1,1,1,1
4,0,2,2,75,2,1,1,1,1
1,1,3,3,17,1,1,1,1,1
1,1,5,1,70,2,1,1,1,1
2,1,3,2,36,1,1,1,1,1
1,0,1,4,61,2,1,1,1,1
5,0,3,2,78,2,1,1,1,1
4,1,4,3,71,2,1,1,1,1
1,0,2,4,36,1,1,1,1,1
5,1,5,1,63,2,1,1,1,1
4,1,5,2,78,2,1,1,1,1
5,1,4,2,39,1,1,1,1,1
3,1,4,3,70,2,1,1,1,1
3,1,4,5,34,1,1,1,1,1
2,0,1,5,49,1,1,1,1,1
1,0,2,2,71,2,1,1,1,1
4,1,1,5,34,1,1,1,1,1
3,0,4,2,77,2,1,1,1,1
3,1,2,1,67,2,1,1,1,1
1,0,4,5,52,2,1,1,1,1
3,0,2,1,25,1,1,1,1,1
2,1,5,4,68,2,1,1,1,1
5,0,1,2,76,2,1,1,1,1
3,1,5,4,85,3,1,1,1,1
1,0,4,4,40,1,1,1,1,1
1,1,4,4,56,2,1,1,1,1
3,1,3,3,62,2,1,1,1,1
5,1,5,5,99,3,1,1,1,1
3,1,5,2,46,1,1,1,1,1
4,1,4,3,86,3,1,1,1,1
3,1,1,2,73,2,1,1,1,1
3,0,5,3,74,2,1,1,1,1
3,1,4,1,37,1,1,1,1,1
5,0,1,3,50,2,1,1,1,1
3,1,3,5,65,2,1,1,1,1
4,0,3,4,79,2,1,1,1,1
1,1,1,5,53,2,1,1,1,1
5,1,5,4,55,2,1,1,1,1
3,0,1,4,31,1,1,1,1,1
4,1,5,3,47,1,1,1,1,1
1,1,1,1,63,2,1,1,1,1
3,1,3,5,27,1,1,1,1,1
1,1,3,5,53,2,1,1,1,1
3,0,3,5,33,1,1,1,1,1
1,1,5,3,56,2,1,1,1,1
2,0,4,3,65,2,1,1,1,1
3,1,5,1,55,2,1,1,1,1
2,1,4,3,67,2,1,1,1,1
2,1,5,3,32,1,1,1,1,1
3,1,2,5,73,2,1,1,1,1
4,0,4,1,45,1,1,1,1,1
2,1,5,4,43,1,1,1,1,1
1,1,5,2,32,1,1,1,1,1
4,1,3,3,42,1,1,1,1,1
4,0,5,2,55,2,1,1,1,1
2,0,1,3,28,1,1,1,1,1
3,0,3,2,58,2,1,1,1,1
1,0,1,5,67,2,1,1,1,1
4,1,5,3,66,2,1,1,1,1
4,1,3,1,46,1,1,1,1,1
3,0,3,2,79,2,1,1,1,1
3,1,5,5,83,3,1,1,1,1
3,1,1,1,63,2,1,1,1,1
4,0,2,4,45,1,1,1,1,1
1,1,2,5,63,2,1,1,1,1
2,0,3,1,70,2,1,1,1,1
2,0,5,4,58,2,1,1,1,1
2,0,3,2,50,2,1,1,1,1
2,0,5,3,77,2,1,1,1,1
2,0,1,3,75,2,1,1,1,1
1,0,3,4,40,1,1,1,1,1
1,1,5,2,43,1,1,1,1,1
5,1,2,1,47,1,1,1,1,1
1,1,1,2,22,1,1,1,1,1
3,0,3,4,71,2,1,1,1,1
5,0,1,4,63,2,1,1,1,1
5,0,5,3,37,1,1,1,1,1
4,1,2,3,72,2,1,1,1,1
1,1,5,3,73,2,1,1,1,1
1,0,1,1,72,2,1,1,1,1
5,0,2,3,68,2,1,1,1,1
4,0,3,5,59,2,1,1,1,1
5,0,5,4,97,3,1,1,1,1
4,0,5,5,83,3,1,1,1,1
2,1,4,1,65,2,1,1,1,1
2,0,1,3,47,1,1,1,1,1
1,0,2,2,51,2,1,1,1,1
3,0,1,3,32,1,1,1,1,1
2,0,3,5,63,2,1,1,1,1
3,1,3,3,60,2,1,1,1,1
1,0,5,4,70,2,1,1,1,1
2,0,5,3,32,1,1,1,1,1
3,0,2,3,32,1,1,1,1,1
1,1,5,4,29,1,1,1,1,1
1,0,1,5,21,1,1,1,1,1
5,1,1,2,74,2,1,1,1,1
4,0,3,4,81,3,1,1,1,1
1,0,1,2,11,1,1,1,1,1
4,0,2,4,65,2,1,1,1,1
2,0,4,1,37,1,1,1,1,1
4,0,5,5,75,2,1,1,1,1
3,0,3,5,61,2,1,1,1,1
1,0,5,5,17,1,1,1,1,1
4,0,5,4,87,3,1,1,1,1
3,0,5,4,52,2,1,1,1,1
3,1,4,1,71,2,1,1,1,1
3,1,1,5,46,1,1,1,1,1
4,1,5,5,99,3,1,1,1,1
5,1,5,4,40,1,1,1,1,1
1,0,2,1,42,1,1,1,1,1
5,0,5,2,91,3,1,1,1,1
5,1,5,3,57,2,1,1,1,1
4,1,1,3,58,2,1,1,1,1
1,1,2,3,55,2,1,1,1,1
4,1,1,5,46,1,1,1,1,1
3,0,5,3,64,2,1,1,1,1
3,1,1,2,45,1,1,1,1,1
4,0,1,1,78,2,1,1,1,1
3,0,3,5,24,1,1,1,1,1
4,0,4,5,36,1,1,1,1,1
5,1,5,2,65,2,1,1,1,1
2,1,4,3,35,1,1,1,1,1
4,0,4,5,87,3,1,1,1,1
1,1,2,3,45,1,1,1,1,1
4,1,3,4,35,1,1,1,1,1
1,0,3,1,18,1,1,1,1,1
2,0,1,1,46,1,1,1,1,1
4,1,4,2,63,2,1,1,1,1
2,0,5,4,62,2,1,1,1,1
1,1,2,1,35,1,1,1,1,1
4,1,3,5,63,2,1,1,1,1
1,0,1,4,58,2,1,1,1,1
4,0,5,1,37,1,1,1,1,1
2,1,4,5,74,2,1,1,1,1
1,0,5,5,40,1,1,1,1,1
2,1,3,3,78,2,1,1,1,1
3,0,2,1,38,1,1,1,1,1
4,1,4,5,55,2,1,1,1,1
4,0,2,3,39,1,1,1,1,1
4,1,5,3,84,3,1,1,1,1
4,1,5,3,60,2,1,1,1,1
4,0,5,3,47,1,1,1,1,1
1,1,1,2,34,1,1,1,1,1
2,1,4,4,54,2,1,1,1,1
3,1,5,5,56,2,1,1,1,1
5,1,3,2,82,3,1,1,1,1
1,1,5,1,45,1,1,1,1,1
1,0,3,1,45,1,1,1,1,1
1,1,2,1,43,1,1,1,1,1
4,1,5,4,57,2,1,1,1,1
2,1,5,2,56,2,1,1,1,1
1,0,3,2,56,2,1,1,1,1
4,0,5,1,30,1,1,1,1,1
1,1,3,2,75,2,1,1,1,1
2,1,4,3,33,1,1,1,1,1
4,0,2,1,80,3,1,1,1,1
2,0,5,2,27,1,1,1,1,1
1,1,4,4,26,1,1,1,1,1
3,0,5,5,81,3,1,1,1,1
5,1,5,1,41,1,1,1,1,1
4,1,3,4,34,1,1,1,1,1
5,1,1,3,68,2,1,1,1,1
5,0,5,4,83,3,1,1,1,1
4,1,5,1,44,1,1,1,1,1
2,1,1,1,75,2,1,1,1,1
3,0,5,4,52,2,1,1,1,1
1,1,5,5,56,2,1,1,1,1
1,1,5,5,37,1,1,1,1,1
2,1,2,1,67,2,1,1,1,1
4,0,5,2,50,2,1,1,1,1
1,0,5,1,46,1,1,1,1,1
2,1,5,4,31,1,1,1,1,1
1,0,2,1,51,2,1,1,1,1
3,1,4,2,82,3,1,1,1,1
5,1,4,1,58,2,1,1,1,1
1,0,2,1,31,1,1,1,1,1
3,0,2,4,29,1,1,1,1,1
5,1,4,3,40,1,1,1,1,1
1,0,4,1,51,2,1,1,1,1
5,0,4,2,79,2,1,1,1,1
4,0,4,2,52,2,1,1,1,1
2,1,5,2,36,1,1,1,1,1
3,1,5,2,43,1,1,1,1,1
3,0,3,2,81,3,1,1,1,1
3,1,2,1,81,3,1,1,1,1
4,1,1,1,84,3,1,1,1,1
4,0,3,4,55,2,1,1,1,1
4,1,1,3,64,2,1,1,1,1
1,0,1,2,68,2,1,1,1,1
5,1,5,5,41,1,1,1,1,1
4,1,2,3,53,2,1,1,1,1
2,0,5,5,50,2,1,1,1,1
2,1,3,2,65,2,1,1,1,1
4,0,2,5,78,2,1,1,1,1
2,1,4,1,31,1,1,1,1,1
3,1,2,5,30,1,1,1,1,1
3,1,1,3,64,2,1,1,1,1
2,0,5,3,26,1,1,1,1,1
1,1,4,1,66,2,1,1,1,1
5,1,2,4,55,2,1,1,1,1
5,0,2,2,52,2,1,1,1,1
1,0,5,1,57,2,1,1,1,1
2,1,1,4,68,2,1,1,1,1
4,0,4,2,57,2,1,1,1,1
3,0,1,2,75,2,1,1,1,1
3,0,5,3,54,2,1,1,1,1
3,0,2,1,82,3,1,1,1,1
3,1,3,5,51,2,1,1,1,1
4,0,3,4,43,1,1,1,1,1
1,1,5,1,68,2,1,1,1,1
5,1,3,1,77,2,1,1,1,1
2,1,5,1,33,1,1,1,1,1
2,0,5,2,37,1,1,1,1,1
1,0,5,2,23,1,1,1,1,1
2,1,4,4,26,1,1,1,1,1
1,1,5,3,56,2,1,1,1,1
1,0,4,5,42,1,1,1,1,1
1,0,3,2,65,2,1,1,1,1
4,1,3,3,66,2,1,1,1,1
2,0,2,2,57,2,1,1,1,1
2,0,4,4,59,2,1,1,1,1
3,1,1,1,28,1,1,1,1,1
4,0,2,2,46,1,1,1,1,1
5,0,4,4,84,3,1,1,1,1
5,1,5,5,42,1,1,1,1,1
2,0,5,1,73,2,1,1,1,1
3,1,4,4,77,2,1,1,1,1
1,0,5,1,74,2,1,1,1,1
5,1,5,2,75,2,1,1,1,1
4,0,3,2,94,3,1,1,1,1
2,1,1,4,27,1,1,1,1,1
5,0,4,1,89,3,1,1,1,1
2,0,1,4,62,2,1,1,1,1
5,0,5,2,59,2,1,1,1,1
1,1,3,5,73,2,1,1,1,1
5,0,1,3,57,2,1,1,1,1
4,1,2,4,90,3,1,1,1,1
5,0,5,3,80,3,1,1,1,1
3,0,2,1,50,2,1,1,1,1
1,0,5,5,18,1,1,1,1,1
4,0,1,5,68,2,1,1,1,1
3,0,1,4,39,1,1,1,1,1
4,0,1,2,67,2,1,1,1,1
3,1,5,4,69,2,1,1,1,1
1,1,4,3,43,1,1,1,1,1
3,0,5,5,84,3,1,1,1,1
3,0,5,5,50,2,1,1,1,1
3,0,5,1,65,2,1,1,1,1
1,0,4,2,74,2,1,1,1,1
1,0,1,3,35,1,1,1,1,1
4,1,1,3,61,2,1,1,1,1
2,0,5,1,64,2,1,1,1,1
2,0,2,5,66,2,1,1,1,1
4,1,4,5,81,3,1,1,1,1
4,1,3,2,93,3,1,1,1,1
1,1,4,2,28,1,1,1,1,1
4,0,5,2,71,2,1,1,1,1
1,0,2,5,13,1,1,1,1,1
3,0,2,4,59,2,1,1,1,1
4,0,2,3,67,2,1,1,1,1
2,0,1,1,35,1,1,1,1,1
4,1,3,2,46,1,1,1,1,1
1,0,2,1,59,2,1,1,1,1
5,0,5,2,57,2,1,1,1,1
5,0,1,2,51,2,1,1,1,1
3,1,3,4,80,3,1,1,1,1
2,0,5,2,22,1,1,1,1,1
3,0,3,3,71,2,1,1,1,1
4,0,5,1,73,2,1,1,1,1
3,0,3,2,40,1,1,1,1,1
5,1,5,1,75,2,1,1,1,1
2,1,4,2,24,1,1,1,1,1
4,1,3,3,45,1,1,1,1,1
3,0,4,2,25,1,1,1,1,1
4,1,3,3,42,1,1,1,1,1
1,1,5,1,63,2,1,1,1,1
2,0,5,3,44,1,1,1,1,1
1,0,3,2,26,1,1,1,1,1
4,1,2,3,31,1,1,1,1,1
1,1,5,5,26,1,1,1,1,1
1,1,2,3,15,1,1,1,1,1
5,1,5,4,77,2,1,1,1,1
1,0,5,4,31,1,1,1,1,1
4,0,3,5,75,2,1,1,1,1
1,1,5,3,34,1,1,1,1,1
4,1,5,4,74,2,1,1,1,1
2,1,1,1,68,2,1,1,1,1
3,0,5,5,64,2,1,1,1,1
2,0,4,5,43,1,1,1,1,1
4,0,3,1,54,2,1,1,1,1
5,1,2,3,53,2,1,1,1,1
1,0,5,3,56,2,1,1,1,1
3,1,2,2,34,1,1,1,1,1
3,1,1,4,27,1,1,1,1,1
2,0,3,5,66,2,1,1,1,1
2,1,5,2,41,1,1,1,1,1
2,0,2,3,25,1,1,1,1,1
1,0,5,1,20,1,1,1,1,1
2,1,5,2,45,1,1,1,1,1
1,1,1,4,70,2,1,1,1,1
3,0,5,3,86,3,1,1,1,1
1,0,2,2,46,1,1,1,1,1
3,0,2,3,73,2,1,1,1,1
1,0,3,5,42,1,1,1,1,1
3,0,3,2,27,1,1,1,1,1
4,0,2,5,64,2,1,1,1,1
1,0,5,4,71,2,1,1,1,1
1,1,3,4,56,2,1,1,1,1
2,0,2,3,43,1,1,1,1,1
2,1,5,2,50,2,1,1,1,1
2,1,4,3,31,1,1,1,1,1
4,0,5,2,42,1,1,1,1,1
1,0,4,5,60,2,1,1,1,1
3,0,4,1,76,2,1,1,1,1
2,0,5,2,28,1,1,1,1,1
4,0,2,4,45,1,1,1,1,1
1,1,2,5,71,2,1,1,1,1
1,1,3,4,44,1,1,1,1,1
2,0,1,3,48,1,1,1,1,1
1,0,2,3,57,2,1,1,1,1
2,0,5,3,61,2,1,1,1,1
5,0,1,2,86,3,1,1,1,1
4,1,5,5,95,3,1,1,1,1
4,1,5,3,70,2,1,1,1,1
2,1,5,4,81,3,1,1,1,1
1,0,1,4,18,1,1,1,1,1
2,0,4,3,24,1,1,1,1,1
3,0,5,5,32,1,1,1,1,1
2,1,5,1,40,1,1,1,1,1
1,1,3,4,25,1,1,1,1,1
4,1,2,2,41,1,1,1,1,1
3,0,5,4,66,2,1,1,1,1
3,1,2,5,83,3,1,1,1,1
